"","date","observed_cumulative_cases","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU","observed_census_ICU_p_acute_care","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","num_ltch_tests","ltch_pct_positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"18",2020-03-18,195,193,0,4,3,16,0,0,16,0,0,3,3,0,3,16,210,0.0190499997138977,1,0,1.89597153550641,0.947985767753203,16.4616968247681,198.569217948765,16
"19",2020-03-19,220,218,0,1,2.7,25,0,0,25,4,0,7,7,0,7,25,110,0.0272699999809265,9,0,2.52075630075791,1.47224261208811,25.9591266587132,226.363584463979,25
"20",2020-03-20,242,240,0,2,2.9,22,1,1,20,3,1,10,9,0,10,21,137,0.00730000019073486,4,0,0.709290798674238,1.28150465873464,22.2266985346463,242.590840395958,22
"21",2020-03-21,262,260,0,4,2.9,20,0,2,18,3,1,10,9,0,13,18,204,0.0147099995613098,3,0,1.44968111618705,1.31513995022512,20.3971458960234,265.736551831449,20
"22",2020-03-22,288,286,0,6,3.1,26,0,1,25,3,5,13,8,0,16,25,159,0.0314499998092651,2,0,3.10593165818208,1.61360523488461,27.1817809808144,299.519574420517,26
"23",2020-03-23,309,307,0,9,4.4,21,1,0,20,4,5,17,12,0,20,21,138,0.0362299990653992,3,0,3.54591480214545,1.88964945877902,22.1333203407257,323.568064028704,21
"24",2020-03-24,327,323,1,8,4.9,18,1,3,14,3,7,20,13,1,23,15,253,0.0197599995136261,4,0,1.94524508830638,2.16754161425136,18.4440896776967,332.562731059735,18
"25",2020-03-25,351,347,1,8,5.4,24,0,2,22,4,8,23,15,0,27,22,153,0.0588199996948242,2,0,5.80610319568265,2.7261318514194,25.9440727982152,377.663330044576,23
"26",2020-03-26,365,357,1,19,8,14,1,3,10,2,7,25,18,0,29,11,274,0.025550000667572,3,0,2.52732858588979,2.72707074929538,14.423116037589,370.732038674479,14
"27",2020-03-27,382,365,1,27,11.6,17,3,2,12,5,9,26,17,0,34,15,577,0.0294600009918213,4,0,2.92571782655437,3.04370318184968,17.6679266764051,381.252882459191,17
"28",2020-03-28,407,387,2,26,14.7,25,1,1,23,3,8,25,17,1,37,24,367,0.0817399978637695,3,0,8.10772411243335,3.99485218131344,27.9615242703047,434.754578858663,25
"29",2020-03-29,426,399,2,11,15.4,19,5,4,10,7,8,31,23,0,44,15,184,0.0434800004959106,0,0,4.34800004959106,4.17229052294329,19.9926265601468,425.403866499904,19
"30",2020-03-30,451,408,3,48,21,25,8,3,14,4,12,32,20,1,48,22,549,0.0783199977874756,0,0,7.83199977874756,4.78458837674359,27.6224090775397,456.633768347101,25
"31",2020-03-31,468,405,3,51,27.1,17,2,3,12,6,13,34,21,0,54,14,943,0.064689998626709,0,0,6.4689998626709,5.43083905879567,18.3783841476922,444.874684272525,17
"32",2020-04-01,495,408,3,37,31.3,27,7,4,16,3,15,33,18,0,57,23,575,0.0573899984359741,4,0.25,5.87206374795943,5.44026199483521,29.055529386235,444.463303894952,27
"33",2020-04-02,512,404,6,32,33.1,17,6,4,7,6,14,34,20,3,63,13,107,0.0841100025177002,9,0,7.75842264602924,6.1875611462837,18.5350477129858,451.704559695867,17
"34",2020-04-03,539,410,6,26,33,27,4,4,19,5,14,37,23,0,68,23,217,0.110600004196167,2,0,10.9589958495745,7.33517229242944,30.8362216384753,478.38482051195,27
"35",2020-04-04,556,417,7,18,31.9,17,4,7,6,7,14,43,29,1,75,10,315,0.0253999996185303,3,0,2.51603769806196,6.53635994751924,17.3829325079641,432.968285582102,17
"36",2020-04-05,583,428,8,40,36,27,6,8,13,4,13,43,30,1,79,19,422,0.0663500022888184,5,0.2,6.79149905524154,6.88543123404074,28.9639224640072,472.239937610267,27
"37",2020-04-06,602,428,9,40,34.9,19,3,7,9,4,12,44,32,1,83,12,238,0.117650003433228,4,0.25,11.9837606682266,7.47853993253774,21.1886658682706,506.062415968319,19
"38",2020-04-07,625,426,9,25,31.1,23,2,11,10,4,14,45,31,0,87,12,285,0.108769998550415,6,0,10.6527318167932,8.07621592598378,24.9455721101869,495.067809911634,23
"39",2020-04-08,645,428,11,26,29.6,20,2,11,7,5,16,44,28,2,92,9,368,0.0434800004959106,6,0.333330001831055,4.813000051733,7.92492111223715,20.6592702342477,459.351962250889,20
"40",2020-04-09,681,436,11,25,28.6,36,3,20,13,6,16,47,31,0,98,16,295,0.0949199962615967,5,0,9.33379963239034,8.14997496743159,38.2729168516472,497.936984207387,36
"41",2020-04-10,715,452,11,37,30.1,34,1,20,13,4,16,48,32,0,102,14,331,0.090629997253418,8,0,8.84912362562872,7.84856464972505,35.8855297550585,512.875674949032,34
"42",2020-04-11,758,481,11,31,32,43,2,34,7,5,19,52,33,0,107,9,225,0.102220001220703,11,0.363639984130859,11.4404830932617,9.12348542046787,44.5670828771517,564.751873767774,43
"43",2020-04-12,791,496,13,35,31.3,33,1,18,14,1,18,48,30,2,108,15,227,0.101319999694824,12,0.5,12.1337405567887,9.88666277783175,35.7700719901627,587.597047141381,33
"44",2020-04-13,815,503,16,16,27.9,24,0,19,5,3,20,50,30,3,111,5,165,0.0606099987030029,26,0.0384599995613098,5.75948155737672,8.99748004771035,24.4382868982921,547.091661968185,24
"45",2020-04-14,848,505,17,32,28.9,33,0,26,7,5,20,50,30,1,116,7,208,0.0673099994659424,18,0.166669998168945,7.52236276812258,8.55028446932883,33.8014148873771,562.816359732208,33
"46",2020-04-15,877,503,23,60,33.7,29,2,18,9,4,16,50,34,6,120,11,390,0.1,24,0.208330001831055,10.6280000106148,9.38099874916909,30.7793005931613,584.362563487283,29
"47",2020-04-16,947,552,23,21,33.1,70,2,55,13,7,13,52,39,0,127,15,310,0.0354800009727478,11,0,3.42641753942424,8.5370870216025,70.7822339045523,580.786207687524,70
"48",2020-04-17,979,556,25,73,38.3,32,0,26,6,0,13,49,36,2,127,6,378,0.0846599960327148,66,0.5,14.6399726352176,9.36435116582948,33.3368928713702,679.885406080303,32
"49",2020-04-18,1019,578,30,31,38.3,40,0,31,9,1,11,46,35,5,128,9,421,0.0617600011825562,8,0,6.06082995288022,8.59582928863213,40.8301942114735,631.316917136856,40
"50",2020-04-19,1036,581,34,37,38.6,17,0,13,4,5,15,47,32,4,133,4,452,0.0442500019073486,47,0.127659997940063,5.21062540386864,7.60681283821498,17.3172158915587,627.075608248895,17
"51",2020-04-20,1097,618,38,16,38.6,61,1,47,13,3,13,45,32,4,136,14,325,0.0523099994659424,43,0.0232599997520447,4.89155701515467,7.48282361789754,62.0422700247884,664.008776808515,61
"52",2020-04-21,1133,629,46,51,41.3,36,0,26,10,2,11,43,32,8,138,10,543,0.069980001449585,25,0.36,8.27449661745152,7.59027131065882,37.2593506624729,708.213156669543,36
"53",2020-04-22,1174,646,53,35,37.7,41,1,31,9,4,9,45,36,7,142,10,656,0.0243899989128113,122,0.106560001373291,3.72752692215241,6.60448944087848,41.5673171089221,682.648685236366,41
"54",2020-04-23,1219,662,56,50,41.9,45,0,35,10,5,11,48,37,3,147,10,775,0.0361299991607666,105,0.0285700011253357,3.522795394063,6.61825770582687,45.5361576562752,697.493636845416,45
"55",2020-04-24,1260,669,64,38,36.9,41,0,36,5,7,10,48,38,8,154,5,517,0.0406199979782104,94,0.106379995346069,5.07369206501886,5.25164619579848,41.3860994667512,720.660108651307,41
"56",2020-04-25,1361,743,77,53,40,101,0,95,6,5,9,49,40,13,159,6,557,0.0502699995040894,28,0.0357100009918213,4.95731106864082,5.09400064090713,101.452691681464,799.058319888016,101
"57",2020-04-26,1415,760,86,87,47.1,54,0,41,13,5,9,50,41,9,164,13,358,0.0502799987792969,81,0.0123500001430511,4.32815252268233,4.96793308645194,54.8563494068988,810.063503787929,54
"58",2020-04-27,1476,783,94,87,57.3,61,0,54,7,8,11,55,44,8,172,7,269,0.0632000017166138,80,0.1,7.16355314090806,5.29250396155957,61.7631881511976,868.368046055387,61
"59",2020-04-28,1495,777,102,65,59.3,19,0,12,7,7,13,60,47,8,179,7,503,0.0616300010681152,11,0.272730007171631,6.61477054788908,5.05540023733636,19.7047221407783,855.224157626389,19
"60",2020-04-29,1520,766,110,27,58.1,25,0,17,8,7,13,61,48,8,186,8,668,0.0314400005340576,74,0.148649997711182,4.31294072606172,5.13903078075198,25.525132102815,816.281398844533,25
"61",2020-04-30,1540,756,121,30,55.3,20,0,10,10,2,11,55,44,11,188,10,603,0.0414599990844727,6,0.333330001831055,4.43355656139957,5.26913951894292,20.6747724545483,807.012797563852,20
"62",2020-05-01,1563,739,134,43,56,23,0,16,7,6,11,57,46,13,194,7,516,0.031010000705719,55,0.0909099960327148,3.67797025323123,5.06975068868754,23.3918423249621,780.367354021003,23
"63",2020-05-02,1584,740,138,22,51.6,21,0,15,6,4,12,57,45,4,198,6,508,0.0511800003051758,28,0.0357100009918213,5.03718660126871,5.08116147906296,21.459985754536,796.731576392778,21
"64",2020-05-03,1603,721,147,23,42.4,19,0,13,6,3,12,52,40,9,201,6,826,0.0205800008773804,231,0.0043299999833107,1.70286761786764,4.70612077837514,19.1555024477121,739.68621080007,19
"65",2020-05-04,1621,718,151,14,32,18,0,11,7,6,10,52,42,4,207,7,637,0.0109899997711182,24,0.125,1.51295459216374,3.89889241426881,18.1611866339688,734.533143312796,18
"66",2020-05-05,1646,717,155,29,26.9,25,0,24,1,3,9,50,41,4,210,1,923,0.0292499995231628,29,0.172409992218018,3.36109656871868,3.4340818458159,25.051154763681,753.67796555929,25
"67",2020-05-06,1662,692,159,23,26.3,16,0,11,5,4,10,53,43,4,214,5,598,0.0167200005054474,149,0.0134200000762939,1.60617674881196,3.04740127763736,16.1222273599338,708.916266614841,16
"68",2020-05-07,1685,669,165,32,26.6,23,0,16,7,6,10,55,45,6,220,7,813,0.0356699991226196,234,0.0128199994564056,3.05631224063884,2.85065208895726,23.3256123382537,700.119236327389,23
"69",2020-05-08,1698,636,171,16,22.7,13,0,8,5,4,8,55,47,6,224,5,715,0.00978999972343445,127,0.0472399997711182,1.54386339349022,2.54577968042283,13.1174854179805,650.944145167123,13
"70",2020-05-09,1715,619,177,12,21.3,17,0,12,5,5,6,52,46,6,229,5,1100,0.0154499995708466,164,0.0304900002479553,1.74013920637626,2.0747729097239,17.1324216785419,635.393803803491,17
"71",2020-05-10,1727,550,183,25,21.6,12,0,8,4,3,5,53,48,6,232,4,907,0.0176400005817413,316,0.0126600003242493,1.63532629845479,2.06512414980778,12.0995564734645,563.689015101368,12
"72",2020-05-11,1747,530,186,14,21.6,20,0,14,6,1,5,51,46,3,233,6,517,0.00967000007629395,197,0.0152300000190735,1.12040616851561,2.00904580357234,20.1023132390374,539.037669448302,20
"73",2020-05-12,1770,513,191,13,19.3,23,0,17,6,4,6,50,44,5,237,6,835,0.0131700003147125,322,0.00310999989509583,1.03702422031165,1.67703546808562,23.0946989671441,521.09676169082,23
"74",2020-05-13,1791,496,193,21,19,21,0,15,6,2,7,47,40,2,239,6,1249,0.0144099998474121,224,0.0133899998664856,1.42548878340193,1.65122290159847,21.1301727701433,506.760948998512,21
"75",2020-05-14,1805,467,197,25,18,14,0,10,4,2,6,45,39,4,241,4,1046,0.0267700004577637,127,0.0236199998855591,2.64289518024611,1.59216332154237,14.1608959166927,485.784598273876,14
"76",2020-05-15,1825,452,200,17,18.1,20,0,12,8,1,5,43,38,3,242,8,1163,0.012039999961853,137,0.0146000003814697,1.23097846214588,1.54746547420746,20.1498806381549,460.468256055755,20
"77",2020-05-16,1841,433,206,19,19.1,16,0,6,10,1,4,41,37,6,243,10,967,0.0134399998188019,25,0.04,1.41093546620781,1.50043636846911,16.2147396507877,442.298226879106,16
"78",2020-05-17,1852,392,211,15,17.7,11,0,8,3,1,2,41,39,5,244,3,353,0.0254999995231628,10,0.1,2.7552341134095,1.66042319917693,11.1258012202944,408.438026118464,11
"79",2020-05-18,1867,384,212,25,19.3,15,0,8,7,2,1,42,41,1,246,7,376,0.0398900008201599,17,0.0588199996948242,4.07088557333133,2.08192025700774,15.4337026016748,407.79168557759,15
"80",2020-05-19,1879,347,218,23,20.7,12,0,8,4,0,1,39,38,6,246,4,359,0.0390000009536743,31,0.225809993743896,5.38490003805894,2.70304537382878,12.3278254977337,375.438861928399,12
"81",2020-05-20,1894,333,222,17,20.1,15,0,9,6,3,1,40,39,4,249,6,675,0.0296300005912781,36,0.0555600023269653,3.09429120715661,2.94144572007945,15.2825644528078,348.682327130832,15
"82",2020-05-21,1902,319,228,11,18.1,8,0,1,7,0,1,37,36,6,249,7,478,0.0209200000762939,36,0,1.94547860631683,2.8418147809467,8.20726672805294,328.445440892698,8
"83",2020-05-22,1909,303,232,7,16.7,7,0,3,4,1,1,35,34,4,250,4,514,0.00583999991416931,14,0,0.568515143159664,2.74717716394867,7.03461044001898,305.621740831438,7
"84",2020-05-23,1918,299,235,6,14.9,9,1,3,5,1,0,34,34,3,251,6,582,0.00859000027179718,43,0,0.799900825309753,2.65988650096323,9.07304533538452,302.640092546662,9
"85",2020-05-24,1928,296,236,8,13.9,10,0,3,7,1,1,35,34,1,252,7,332,0.0150600004196167,25,0.04,1.68064989896716,2.50637447032861,10.1790524986656,303.571362800715,10
"86",2020-05-25,1943,292,239,6,11.1,15,1,7,7,0,1,34,33,3,252,8,401,0.0174600005149841,8,0,1.71184846124905,2.16936916860257,15.2084300803682,299.607697933439,15
"87",2020-05-26,1949,283,242,16,10.1,6,0,2,4,1,1,34,33,3,253,4,1123,0.00800999999046326,41,0.0731699991226196,1.03051545990701,1.54731422886658,6.06273640015202,287.438600310755,6
"88",2020-05-27,1954,257,242,8,8.9,5,0,1,4,1,1,32,31,0,254,4,1150,0.00957000017166138,13,0.0769199991226196,1.03228376491871,1.25274173711831,5.06284405219133,261.037730353293,5
"89",2020-05-28,1958,233,243,4,7.9,4,0,2,2,1,1,30,29,1,255,2,1403,0.00284999996423721,88,0,0.268179071081476,1.01312751779898,4.00816319122339,233.951011777525,4
"90",2020-05-29,1965,224,246,7,7.9,7,0,3,4,2,1,31,30,3,257,4,1380,0.0065200001001358,37,0,0.634975309681539,1.0226218273021,7.03865644589013,226.164760969847,7
"91",2020-05-30,1968,207,247,15,9.1,3,1,1,1,0,1,31,30,1,257,2,1020,0.0127499997615814,119,0,1.1417910234252,1.07146328417574,3.03475535366643,210.597179104476,3
"92",2020-05-31,1972,192,248,10,9.4,4,0,1,3,3,1,34,33,1,260,3,1309,0.00535000026226044,11,0.0909099960327148,0.606300022701423,0.917984730423488,4.02768304963601,193.771715176705,4
"93",2020-06-01,1983,183,249,5,9.3,11,0,5,6,2,1,33,32,1,262,6,763,0.00130999997258186,20,0,0.127653892602805,0.691671220616881,11.0116570968591,183.355541454203,11
"94",2020-06-02,1986,165,250,8,8.1,3,0,1,2,0,1,28,27,1,262,2,858,0.0104900002479553,9,0,1.03811075118174,0.692756262227556,3.03159939565299,167.606950141372,3
"95",2020-06-03,1996,155,250,8,8.1,10,0,7,3,0,1,23,22,0,262,3,1110,0.00449999988079071,141,0,0.399280564962245,0.602327233662346,10.0182307492738,155.941922045811,10
"96",2020-06-04,2003,144,253,8,8.7,7,0,2,5,0,0,20,20,3,262,5,1430,0.00559000015258789,21,0,0.550909732474203,0.642717328147021,7.04192330776297,145.207391263573,7
"97",2020-06-05,2007,135,255,15,9.9,4,0,1,3,1,0,21,21,2,263,3,1366,0.00952000021934509,29,0,0.932209340474939,0.685179332546079,4.04256374150959,136.915368367931,4
"98",2020-06-06,2010,127,255,2,8,3,0,0,3,0,0,21,21,0,263,3,1404,0.000710000023245811,68,0,0.0677201109128477,0.5317406307586,3.00309203219786,127.130896029709,3
"99",2020-06-07,2011,117,256,4,7.1,1,0,0,1,0,0,20,20,1,263,1,870,0.00230000004172325,22,0,0.22432735832951,0.477173107276898,1.0034141872356,117.399459906565,1
"100",2020-06-08,2014,109,256,0,6.4,3,0,0,3,0,0,19,19,0,263,3,701,0.0014300000667572,12,0,0.140593274445554,0.47902159039729,3.00641934759894,109.233236296095,3
"101",2020-06-09,2024,106,257,3,5.7,10,0,3,7,0,0,18,18,1,263,7,1338,0.00224000006914139,10,0,0.222338285794598,0.362482666770557,10.0236873995262,106.358694907111,10
"102",2020-06-10,2034,104,257,7,5.6,10,0,4,6,0,0,17,17,0,263,6,1281,0.00233999997377396,12,0,0.231828303666237,0.338560915156841,10.0211700946631,104.366948307494,10
"103",2020-06-11,2041,103,258,5,5.1,7,0,2,5,0,0,16,16,1,263,5,1529,0.00326999992132187,6,0,0.325721816267175,0.306391212841551,7.0247868845721,103.510609822185,7
"104",2020-06-12,2045,106,258,10,4.4,4,0,2,2,0,0,16,16,0,263,2,1596,0.00814999997615814,13,0,0.808415162333648,0.288706330249938,4.02460761584193,107.304203639622,4
"105",2020-06-13,2048,104,258,6,5,3,0,3,0,0,0,16,16,0,263,0,1479,0.00270000010728836,23,0.0434800004959106,0.332446083228058,0.326524326294968,3,104.526210672487,3
"106",2020-06-14,2051,101,258,1,4.6,3,0,1,2,0,0,16,16,0,263,2,768,0,13,0,0,0.294477560819324,3,101,3
"107",2020-06-15,2056,99,258,2,4.9,5,0,2,3,0,0,14,14,0,263,3,720,0.00555999994277954,17,0,0.543175028331244,0.351989239945851,5.02480082584087,99.8184272527488,5
"108",2020-06-16,2060,98,258,3,4.9,4,0,1,3,1,0,14,14,0,264,3,1250,0.000799999982118607,14,0,0.0791139222822989,0.331528616586952,4.00361226217291,98.1180005643152,4
"109",2020-06-17,2063,88,258,8,5,3,0,0,3,1,1,6,5,0,265,3,1098,0.0091100001335144,26,0,0.889927059305944,0.425542724535481,3.04063317504992,89.1919064681309,3
"110",2020-06-18,2065,74,258,2,4.6,2,0,0,2,0,1,6,5,0,265,2,1304,0.00230000004172325,122,0,0.210322584460527,0.409057119991674,2.00640207853889,74.2368769059388,2
"111",2020-06-19,2068,72,258,5,3.9,3,0,0,3,0,1,5,4,0,265,3,1875,0.0010700000077486,19,0,0.105926611115556,0.308701612674804,3.00483650259523,72.1160760622856,3
"112",2020-06-20,2074,73,258,1,3.1,6,0,0,6,1,1,5,4,0,266,6,1792,0.000560000017285347,158,0,0.0514625656910432,0.268561110169516,6.00469945804743,73.0571767395771,6
"113",2020-06-21,2080,77,258,1,3.1,6,0,0,6,0,1,4,3,0,266,6,1102,0.00363000005483627,86,0,0.336722227308886,0.316664285499357,6.03074879690951,77.3946095603388,6
"114",2020-06-22,2082,76,259,6,3.7,2,0,1,1,0,1,1,0,1,266,1,509,0.0039300000667572,10,0,0.385427752211833,0.294128960339441,2.00586608125574,76.4458221754365,2
"115",2020-06-23,2091,81,259,4,3.9,9,0,0,9,0,1,1,0,0,266,9,1255,0.00158999994397163,20,0,0.156505876837992,0.305184953847397,9.0214377030906,81.1929393278154,9
"116",2020-06-24,2093,75,260,3,3.1,2,0,0,2,1,1,2,1,1,267,2,1733,0.00289000004529953,24,0,0.285052366448724,0.218774283439223,2.00867680302798,75.3253801135493,2
"117",2020-06-25,2099,73,260,6,3.7,6,0,0,6,0,1,2,1,0,267,6,1796,0.00277999997138977,21,0.0476200008392334,0.32982388366758,0.235845897611659,6.03011885403543,73.3664460574311,6
"118",2020-06-26,2103,67,260,6,3.9,4,0,0,4,0,1,2,1,0,267,4,2028,0.00196999996900558,23,0,0.194790830674954,0.248540786120145,4.01185860472221,67.1986316290971,4
"119",2020-06-27,2106,69,260,3,4.1,3,0,0,3,0,1,1,0,0,267,3,1574,0.000640000030398369,80,0,0.0609044768952257,0.249889630577885,3.0027808371991,69.0639592555794,3
"120",2020-06-28,2108,68,260,2,4.3,2,0,0,2,0,1,1,0,0,267,2,880,0.00114000000059605,12,0,0.112466367771808,0.217853079215445,2.00342340087397,68.1163956297151,2
"121",2020-06-29,2112,69,260,1,3.6,4,0,0,4,2,1,3,2,0,269,4,854,0.00351000010967255,8,0,0.347742470262222,0.212469467508358,4.02117009556188,69.3651841484424,4
"122",2020-06-30,2115,68,260,10,4.4,3,0,0,3,0,1,3,2,0,269,3,1605,0.00435999989509583,11,0,0.433032167798812,0.251973223359904,3.01977181353507,68.448161106795,3
"123",2020-07-01,2117,67,260,4,4.6,2,0,0,2,0,2,3,1,0,269,2,1601,0.00312000006437302,15,0,0.309103966773589,0.255409166263456,2.00940891762547,67.3151987404534,2
"124",2020-07-02,2123,66,260,4,4.3,6,0,1,5,0,1,3,2,0,269,5,1012,0.00197999998927116,12,0,0.195679686439689,0.236245709516614,6.01489089633746,66.1965598316545,6
"125",2020-07-03,2131,74,260,4,4,8,0,0,8,0,1,3,2,0,269,8,1334,0.00300000011920929,14,0,0.296884284794154,0.2508304886765,8.03614783477654,74.334367471683,8
"126",2020-07-04,2135,75,260,4,4.1,4,0,0,4,0,1,3,2,0,269,4,1257,0.00317999988794327,40,0,0.308192741645697,0.286157383640853,4.01876236108634,75.3517942703689,4
"127",2020-07-05,2137,72,260,5,4.6,2,0,0,2,0,1,2,1,0,269,2,734,0.00272000014781952,47,0,0.255631255889824,0.306609510514855,2.00778124413695,72.2801247889301,2
"128",2020-07-06,2143,72,260,0,4.4,6,0,1,5,0,1,2,1,0,269,5,602,0,10,0,0,0.256932014763109,6,72,6
"129",2020-07-07,2150,73,260,6,3.9,7,0,1,6,0,1,1,0,0,269,6,1272,0.0039300000667572,21,0,0.386617175940847,0.250301301640543,7.03530510331838,73.4295454237069,7
"130",2020-07-08,2163,79,260,5,4,13,0,1,12,0,1,1,0,0,269,12,1684,0.00296999990940094,39,0,0.29027741424441,0.247611794136374,13.0530150998902,79.3490160742773,13
"131",2020-07-09,2171,83,260,5,4.1,8,0,0,8,1,0,2,2,0,270,8,1504,0.00266000002622604,41,0,0.258941102876632,0.256649139341652,8.0315279746455,83.3271027369471,8
"132",2020-07-10,2187,96,260,12,5.3,16,0,0,16,0,0,2,2,0,270,16,1900,0.00684000015258789,14,0.0714300012588501,0.73124453017455,0.318700602967423,16.1780687480735,97.068412488441,16
"133",2020-07-11,2194,101,260,7,5.7,7,0,0,7,1,1,2,1,0,271,7,1571,0.00381999999284744,25,0,0.376016290022765,0.328389681307004,7.04005989368096,101.578007037397,7
"134",2020-07-12,2217,121,260,9,6.3,23,0,2,21,1,1,3,2,0,272,21,1068,0.00842999994754791,13,0,0.832862159480219,0.410851238962775,23.2661935435641,122.533781846251,23
"135",2020-07-13,2240,139,260,6,7.1,23,0,2,21,0,0,3,3,0,272,21,808,0.00619000017642975,65,0,0.572911814725686,0.492695783923587,23.1831100433315,140.212014096337,23
"136",2020-07-14,2259,149,260,4,6.9,19,0,2,17,1,0,4,4,0,273,17,1406,0.00356000006198883,66,0,0.340038049399205,0.486041622989067,19.0879795081655,149.771114512745,19
"137",2020-07-15,2280,168,260,15,8.3,21,0,0,21,1,0,5,5,0,274,21,1404,0.00782999992370605,46,0,0.758159992612641,0.552881991327385,21.2423177625792,169.938542100634,21
"138",2020-07-16,2302,186,260,7,8.6,22,0,1,21,0,0,5,5,0,274,21,1695,0.00708000004291534,25,0.04,0.755848841438459,0.623868811121932,22.2415790887017,188.139700499929,22
"139",2020-07-17,2332,213,260,17,9.3,30,0,0,29,0,1,5,4,0,274,29,1787,0.00726999998092651,21,0,0.718555860946663,0.622056144089377,29.3171492043438,215.329406225008,30
"140",2020-07-18,2358,232,260,16,10.6,26,0,0,24,2,1,6,5,0,276,24,1551,0.00708999991416931,81,0,0.673810653607635,0.664598196030073,24.2461241374985,234.379199995819,26
"141",2020-07-19,2376,250,260,28,13.3,18,0,0,18,0,1,6,5,0,276,18,2025,0.0212299990653992,22,0,2.10018310246377,0.845644045027723,18.5753534972125,257.991020794618,18
"142",2020-07-20,2406,275,260,47,19.1,30,0,0,27,2,3,8,5,0,278,27,1548,0.0148599994182587,35,0.0285700011253357,1.51631264301018,0.980415591925508,27.6230998009174,281.346386861195,30
"143",2020-07-21,2430,294,260,23,21.9,24,0,0,23,0,3,8,5,0,278,23,1428,0.0161099994182587,15,0,1.59425358068423,1.15958923925194,23.5580721233392,301.133617576597,24
"144",2020-07-22,2457,314,260,13,21.6,27,0,1,23,2,3,9,6,0,280,23,1771,0.00902999997138977,16,0,0.894914938406899,1.17912566007969,24.3132670272381,318.276775937077,27
"145",2020-07-23,2476,322,260,29,24.7,19,0,1,17,1,3,10,7,0,281,17,1667,0.0101999998092651,32,0,1.0007886805206,1.21411706566285,18.2589383630608,326.90459722974,19
"146",2020-07-24,2499,337,260,34,27.1,23,0,1,18,0,3,7,4,0,281,18,2036,0.0122800004482269,83,0,1.17989999587494,1.28002337065261,19.3232382872671,343.051739044945,23
